id,agent,time,score
627,2,3,-500
628,2,45,1200
629,2,18,-1000
630,2,12,-1000
631,2,25,100
632,2,14,-500
633,2,13,-500
634,2,33,-200
635,2,26,-1000
636,2,55,2300
637,2,16,-1000
638,2,19,-800
639,2,47,1500
640,2,14,-1000
641,2,49,1200
642,2,10,-500
643,2,28,-600
644,2,35,200
645,2,73,2800
646,2,17,-500
647,2,22,-600
648,2,27,-200
649,2,46,1000
650,2,16,-1000
651,2,34,100
652,2,27,100
653,2,19,-500
654,2,4,-500
655,2,59,2300
656,2,20,-600
657,2,20,-1000
658,2,60,1800
659,2,43,900
660,2,22,-100
661,2,53,1200
662,2,19,-800
663,2,20,-800
664,2,21,-1000
665,2,8,-1000
666,2,18,-1000
667,2,49,1900
668,2,58,2300
669,2,38,900
670,2,8,-1000
671,2,26,-100
672,2,15,-1000
673,2,18,-500
674,2,18,-500
675,2,5,-1000
676,2,20,-100
677,2,17,-1000
678,2,45,1500
679,2,10,-500
680,2,32,-400
681,2,9,-1000
682,2,30,-200
683,2,20,-500
684,2,2,-500
685,2,32,900
686,2,15,-300
687,2,15,-500
688,2,19,-500
689,2,14,-1000
690,2,26,-800
691,2,21,-600
692,2,48,1700
693,2,10,-800
694,2,70,2800
695,2,14,-1000
696,2,35,1100
697,2,20,-500
698,2,15,-500
699,2,21,100
700,2,9,-1000
701,2,18,-800
702,2,57,2400
703,2,12,-1000
704,2,28,500
705,2,27,-800
706,2,32,600
707,2,15,-1000
708,2,15,-500
709,2,8,-500
710,2,52,1500
711,2,49,1500
712,2,22,-300
713,2,36,800
714,2,19,-1000
715,2,20,-300
716,2,20,-100
717,2,15,-500
718,2,21,-300
719,2,20,-1000
720,2,23,-600
721,2,13,-500
722,2,66,3100
723,2,31,500
724,2,7,-1000
725,2,21,-800
726,2,21,-100
727,2,21,-800
728,2,18,-300
729,2,17,-500
730,2,21,-800
731,2,18,-300
732,2,44,800
733,2,18,-300
734,2,14,-500
735,2,50,1700
736,2,6,-500
737,2,78,2800
738,2,49,1500
739,2,21,-800
740,2,25,-100
741,2,32,400
742,2,17,-1000
743,2,15,-1000
744,2,12,-500
745,2,79,3000
746,2,33,100
747,2,19,-800
748,2,14,-500
749,2,18,-300
750,2,50,1400
751,2,20,-500
752,2,75,3300
753,2,42,1300
754,2,17,-300
755,2,16,-500
756,2,22,-100
757,2,12,-1000
758,2,19,-1000
759,2,14,-1000
760,2,21,-100
761,2,19,-500
762,2,28,-300
763,2,21,-500
764,2,17,-1000
765,2,28,300
766,2,10,-500
767,2,21,-400
768,2,14,-1000
769,2,27,-600
770,2,17,-500
771,2,24,-800
772,2,23,-300
773,2,24,-100
774,2,9,-500
775,2,4,-500
776,2,18,-1000
777,2,16,-500
778,2,30,300
779,2,37,-200
780,2,11,-1000
781,2,26,0
782,2,30,700
783,2,26,-100
784,2,59,2300
785,2,19,-500
786,2,4,-1000
787,2,25,-100
788,2,8,-500
789,2,24,-800
790,2,18,-500
791,2,65,3100
792,2,13,-1000
793,2,56,2100
794,2,22,-300
795,2,11,-500
796,2,25,-100
797,2,10,-1000
798,2,13,-500
799,2,19,-1000
800,2,20,-800
801,2,2,-500
802,2,16,-500
803,2,3,-500
804,2,59,1900
805,2,13,-1000
806,2,19,-500
807,2,42,1500
808,2,38,400
809,2,40,1300
810,2,106,5500
811,2,67,2600
812,2,5,-1000
813,2,36,1100
814,2,17,-500
815,2,28,100
816,2,45,1200
817,2,7,-500
818,2,18,-1000
819,2,22,-800
820,2,38,400
821,2,36,600
822,2,25,-100
823,2,89,4500
824,2,19,-500
825,2,20,-500
826,2,23,-800
827,2,49,800
828,2,5,-1000
829,2,26,0
830,2,17,-500
831,2,65,1400
832,2,3,-1000
833,2,13,-1000
834,2,28,-100
835,2,49,1200
836,2,20,-500
837,2,32,300
838,2,52,1400
839,2,49,1900
840,2,19,-800
841,2,26,100
842,2,17,-300
843,2,55,1400
844,2,19,-1000
845,2,24,100
846,2,50,2100
847,2,16,-800
848,2,30,300
849,2,13,-500
850,2,35,-200
851,2,18,-1000
852,2,39,400
853,2,33,-400
854,2,50,800
855,2,14,-500
856,2,18,-800
857,2,24,-600
858,2,23,-100
859,2,53,2300
860,2,18,-500
861,2,20,-600
862,2,28,-100
863,2,72,2200
864,2,20,-100
865,2,61,2200
866,2,89,4000
867,2,19,-800
868,2,6,-1000
869,2,13,-1000
870,2,19,-1000
871,2,20,-600
872,2,28,-400
873,2,19,-1000
874,2,34,200
875,2,21,-800
876,2,16,-500
877,2,16,-500
878,2,42,800
879,2,10,-1000
880,2,20,-1000
881,2,66,2900
882,2,16,-1000
883,2,22,-800
884,2,16,-1000
885,2,16,-1000
886,2,21,-100
887,2,16,-1000
888,2,43,1100
889,2,79,3000
890,2,48,1300
891,2,12,-1000
892,2,9,-1000
893,2,27,-100
894,2,43,1500
895,2,6,-1000
896,2,17,-500
897,2,13,-1000
898,2,23,-100
899,2,45,1000
900,2,44,1300
901,2,18,-800
902,2,9,-500
903,2,32,300
904,2,25,-800
905,2,1,-1000
906,2,28,0
907,2,19,-300
908,2,21,-600
909,2,17,-500
910,2,12,-500
911,2,92,4000
912,2,31,400
913,2,54,1900
914,2,13,-1000
915,2,98,4900
